age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,blue-collar,single,secondary,no,24,no,no,cellular,12,may,68,1,363,1,failure,no
35,technician,married,secondary,no,0,no,no,cellular,14,jul,125,2,-1,0,unknown,no
41,blue-collar,married,primary,no,8,yes,no,cellular,15,jul,155,2,-1,0,unknown,no
38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,unknown,no
48,technician,married,secondary,no,340,yes,no,cellular,28,jan,255,2,-1,0,unknown,no
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,no
38,services,married,secondary,no,-140,no,no,unknown,25,jun,456,3,-1,0,unknown,no
40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
53,technician,married,secondary,no,2647,yes,no,unknown,30,may,121,1,-1,0,unknown,no
40,management,married,secondary,no,99,no,no,cellular,9,feb,15,5,-1,0,unknown,no
35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no
42,admin.,divorced,secondary,no,1811,yes,no,unknown,14,may,150,1,-1,0,unknown,no
49,admin.,married,secondary,no,14440,yes,no,cellular,21,nov,60,1,-1,0,unknown,no
34,blue-collar,married,primary,no,176,no,no,cellular,24,jul,78,1,-1,0,unknown,no
26,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,unknown,no
40,technician,married,secondary,no,93,yes,no,unknown,13,may,134,2,-1,0,unknown,no
33,management,single,tertiary,no,201,yes,no,cellular,19,nov,171,1,183,1,failure,no
31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown,no
32,technician,married,secondary,no,2693,yes,no,unknown,21,may,16,1,-1,0,unknown,no
43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75,3,-1,0,unknown,no
26,admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143,1,370,2,failure,no
38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown,no
47,services,divorced,secondary,no,691,no,no,cellular,6,feb,285,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,unknown,no
33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no
41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown,no
45,blue-collar,married,primary,no,2128,yes,no,unknown,19,may,149,4,-1,0,unknown,no
56,retired,married,primary,no,-1,no,no,cellular,27,aug,89,23,-1,0,unknown,no
39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195,10,-1,0,unknown,no
42,entrepreneur,married,primary,yes,66,yes,yes,cellular,6,feb,139,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,79,no,yes,cellular,20,nov,104,1,-1,0,unknown,no
56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542,1,-1,0,unknown,no
53,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,287,2,-1,0,unknown,no
30,technician,single,tertiary,no,699,yes,no,cellular,11,aug,213,4,-1,0,unknown,no
41,admin.,married,secondary,no,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
35,management,married,tertiary,no,1253,yes,no,unknown,19,may,210,2,-1,0,unknown,no
34,management,married,tertiary,no,2594,yes,no,cellular,21,nov,161,3,-1,0,unknown,no
48,technician,married,secondary,no,7020,no,no,cellular,6,aug,80,2,-1,0,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,169,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,-1,0,unknown,no
26,admin.,single,secondary,no,96,yes,no,cellular,13,may,612,2,348,3,other,no
31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,no
43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,11,mar,101,1,-1,0,unknown,no
57,retired,married,secondary,no,0,no,yes,unknown,30,jun,104,2,-1,0,unknown,no
46,technician,divorced,secondary,no,435,yes,no,unknown,15,may,192,3,-1,0,unknown,no
48,management,married,tertiary,no,60,no,no,telephone,7,may,376,2,339,7,failure,no
31,management,single,tertiary,no,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no
56,blue-collar,married,primary,no,420,yes,no,unknown,9,may,76,1,-1,0,unknown,no
30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,356,yes,no,cellular,7,apr,244,3,313,1,failure,no
31,blue-collar,married,secondary,no,3653,yes,yes,cellular,21,nov,252,1,168,4,failure,no
34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,31,jul,175,2,-1,0,unknown,no
57,management,married,unknown,no,0,no,no,cellular,30,sep,585,1,-1,0,unknown,no
35,technician,married,secondary,no,141,yes,no,cellular,19,aug,299,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,273,5,-1,0,unknown,no
59,entrepreneur,married,primary,no,0,no,no,telephone,19,nov,207,2,153,1,failure,no
28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
40,technician,married,secondary,no,1259,no,no,unknown,20,may,234,5,-1,0,unknown,no
48,blue-collar,married,primary,no,199,no,no,telephone,18,aug,29,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,412,yes,yes,cellular,8,jul,164,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no
28,student,single,secondary,no,330,no,no,telephone,2,feb,197,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,10910,yes,no,cellular,15,may,66,2,-1,0,unknown,no
33,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no
57,retired,married,secondary,no,49,yes,yes,cellular,25,aug,93,4,-1,0,unknown,no
47,entrepreneur,married,primary,no,668,no,no,cellular,12,may,908,1,-1,0,unknown,no
48,services,married,secondary,no,1355,no,no,cellular,4,jul,134,2,-1,0,unknown,no
38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,8,jul,182,3,-1,0,unknown,no
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no
70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
47,blue-collar,married,primary,no,2642,no,no,cellular,13,aug,310,2,-1,0,unknown,no
23,blue-collar,single,unknown,no,817,yes,no,cellular,18,may,123,1,-1,0,unknown,no
38,blue-collar,married,primary,no,168,yes,yes,telephone,13,may,212,3,-1,0,unknown,no
53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown,no
37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,no
58,admin.,married,secondary,no,3496,yes,no,unknown,2,jun,111,4,-1,0,unknown,no
27,management,single,tertiary,no,390,no,no,cellular,28,oct,190,1,82,1,success,no
43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown,no
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,no
37,management,married,tertiary,no,410,no,no,cellular,29,jan,337,2,-1,0,unknown,no
49,technician,married,unknown,no,323,yes,no,cellular,18,nov,41,2,-1,0,unknown,no
60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,950,yes,yes,cellular,20,apr,219,4,-1,0,unknown,no
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,unknown,no
52,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,unknown,no
39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure,no
34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no
29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,88,5,-1,0,unknown,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,jul,524,1,-1,0,unknown,no
35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,212,5,-1,0,unknown,no
42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,unknown,no
50,services,married,secondary,no,254,yes,no,cellular,15,apr,397,2,337,1,failure,no
43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no
31,technician,married,secondary,no,0,no,yes,cellular,19,aug,144,4,-1,0,unknown,no
55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,unknown,no
55,retired,married,secondary,no,2749,yes,yes,unknown,29,may,58,2,-1,0,unknown,no
34,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,success,no
24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,0,unknown,no
49,retired,single,primary,no,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
30,management,single,tertiary,no,775,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
48,technician,married,secondary,no,4265,yes,no,unknown,13,may,220,2,-1,0,unknown,no
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,unknown,no
58,retired,married,unknown,no,937,no,no,cellular,5,aug,155,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1679,yes,no,unknown,20,jun,21,18,-1,0,unknown,no
47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108,4,-1,0,unknown,no
42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298,5,-1,0,unknown,no
48,blue-collar,single,unknown,no,428,yes,no,cellular,18,may,127,1,-1,0,unknown,no
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,failure,no
48,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no
53,management,married,tertiary,no,4,no,no,unknown,20,jun,19,6,-1,0,unknown,no
36,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,unknown,no
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,-1,0,unknown,no
54,management,divorced,tertiary,no,7010,no,no,cellular,11,mar,275,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
41,management,married,tertiary,no,666,yes,no,unknown,21,may,253,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no
40,technician,married,secondary,no,990,yes,no,cellular,6,feb,252,3,-1,0,unknown,no
28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,unknown,no
32,self-employed,married,secondary,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,137,no,yes,unknown,4,oct,5,1,808,12,failure,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,unknown,no
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
42,technician,single,secondary,no,275,no,no,cellular,26,aug,31,8,-1,0,unknown,no
51,technician,married,tertiary,no,-3,no,no,cellular,25,aug,91,9,-1,0,unknown,no
51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown,no
44,technician,married,secondary,no,5597,no,no,unknown,20,jun,27,3,-1,0,unknown,no
58,management,single,tertiary,no,331,no,yes,cellular,28,jul,82,3,-1,0,unknown,no
32,technician,single,secondary,no,2979,no,no,cellular,25,may,156,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,648,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,18,jun,476,1,-1,0,unknown,no
53,management,married,primary,no,995,no,no,cellular,4,feb,200,3,-1,0,unknown,no
38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,no
26,admin.,single,secondary,no,3529,no,yes,cellular,7,sep,57,2,-1,0,unknown,no
54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
27,technician,married,secondary,no,130,yes,no,cellular,7,may,265,3,-1,0,unknown,no
32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,unknown,no
38,self-employed,single,secondary,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,unknown,no
37,services,divorced,primary,no,260,yes,no,cellular,17,apr,446,2,-1,0,unknown,no
57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown,no
35,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,no
46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,no
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,may,159,3,-1,0,unknown,no
47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,58,2,382,1,failure,no
40,blue-collar,married,secondary,no,440,yes,no,unknown,5,jun,327,2,-1,0,unknown,no
35,admin.,married,secondary,no,0,yes,no,cellular,7,may,121,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411,1,173,2,other,no
51,admin.,married,secondary,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
35,entrepreneur,single,secondary,no,475,no,yes,cellular,21,jul,936,4,-1,0,unknown,no
21,student,single,secondary,no,6844,no,no,cellular,14,aug,126,3,127,7,other,no
30,technician,married,secondary,no,371,no,no,cellular,7,aug,124,2,-1,0,unknown,no
45,admin.,married,secondary,no,638,yes,no,cellular,20,aug,75,9,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,unknown,no
32,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no
66,retired,married,primary,no,747,no,no,telephone,28,jan,203,3,93,1,failure,no
38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,225,yes,yes,unknown,7,may,866,2,-1,0,unknown,no
38,technician,single,secondary,no,50,no,no,cellular,29,aug,98,2,-1,0,unknown,no
36,services,married,secondary,no,1328,yes,no,unknown,6,jun,82,4,-1,0,unknown,no
37,management,married,tertiary,no,1689,yes,no,unknown,29,may,645,2,-1,0,unknown,no
33,management,married,tertiary,no,752,yes,no,cellular,11,aug,104,4,-1,0,unknown,no
36,technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
35,management,single,tertiary,no,633,yes,no,cellular,17,apr,128,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,may,143,3,357,1,failure,no
52,blue-collar,married,primary,no,36,no,no,cellular,13,aug,109,2,-1,0,unknown,no
30,student,single,secondary,no,25,no,no,telephone,30,apr,44,1,-1,0,unknown,no
32,technician,married,tertiary,no,3939,no,no,cellular,8,aug,209,2,-1,0,unknown,no
36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,no
40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no
35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown,no
63,retired,married,secondary,no,2747,no,no,cellular,11,sep,113,1,80,1,failure,no
42,self-employed,married,tertiary,no,753,no,no,unknown,17,jun,31,1,-1,0,unknown,no
32,admin.,single,secondary,no,45,yes,yes,cellular,14,may,908,3,344,7,other,no
43,blue-collar,divorced,primary,no,92,yes,no,unknown,15,may,237,2,-1,0,unknown,no
44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,no
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,unknown,no
58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no
49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown,no
40,management,married,tertiary,no,5,yes,no,cellular,18,nov,219,3,-1,0,unknown,no
36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no
26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,no
59,services,married,secondary,no,0,yes,no,cellular,12,may,214,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,184,1,-1,0,unknown,no
31,management,married,tertiary,no,459,no,no,cellular,28,aug,13,14,-1,0,unknown,no
45,housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
32,technician,married,secondary,no,253,yes,no,unknown,4,jun,257,3,-1,0,unknown,no
36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown,no
41,unemployed,married,primary,no,819,no,no,cellular,9,feb,244,3,-1,0,unknown,no
27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,168,1,-1,0,unknown,no
59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
53,management,divorced,secondary,no,112,no,yes,cellular,11,aug,246,3,-1,0,unknown,no
32,blue-collar,married,primary,no,329,yes,no,cellular,3,feb,321,1,-1,0,unknown,no
43,management,married,tertiary,no,1188,no,no,cellular,27,may,140,2,-1,0,unknown,no
33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
62,management,married,tertiary,no,0,no,no,cellular,13,oct,78,3,-1,0,unknown,no
43,technician,married,secondary,no,7876,yes,no,cellular,11,aug,209,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1370,yes,no,cellular,11,may,472,2,-1,0,unknown,no
49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58,1,-1,0,unknown,no
45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,unknown,no
53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,yes
25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,yes
42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,unknown,yes
43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
49,technician,married,tertiary,no,1235,no,no,cellular,13,aug,354,3,-1,0,unknown,yes
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,yes
30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,2,182,3,success,yes
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
23,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806,1,-1,0,unknown,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes
54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,yes
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
40,management,single,tertiary,no,1361,no,no,cellular,29,jan,1473,1,-1,0,unknown,yes
53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,yes
37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown,yes
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
31,management,married,tertiary,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes
48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown,yes
34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,709,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,yes
39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes
83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,252,1,184,3,success,yes
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,yes
49,technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,0,unknown,yes
80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
53,housemaid,married,primary,no,104,no,yes,unknown,5,jun,701,1,-1,0,unknown,yes
33,services,married,secondary,no,478,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
79,retired,married,primary,no,429,no,no,telephone,8,jul,1006,2,-1,0,unknown,yes
39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown,yes
59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown,yes
46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,-1,0,unknown,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes
25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,yes
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
